article_id,colour_group_code,colour_group_name,department_name,department_no,detail_desc,garment_group_name,garment_group_no,graphical_appearance_name,graphical_appearance_no,index_code,index_group_name,index_group_no,index_name,perceived_colour_master_id,perceived_colour_master_name,perceived_colour_value_id,perceived_colour_value_name,prod_name,product_code,product_group_name,product_type_name,product_type_no,section_name,section_no
669714001,10,White,Kids Girl Jersey Basic,7920,"Short-sleeved polo shirt in cotton piqué with a ribbed collar, button placket and short slits in the sides. Slightly longer at the back.",Jersey Basic,1002,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,9,White,3,Light,MOA PIKÉ(1),669714,Garment Upper body,T-shirt,255,Girls Underwear & Basics,79
669874001,9,Black,Tops Knitwear,1647,"Fitted, off-the shoulder top in a fine rib knit with a wide lace trim at the top and long sleeves.",Knitwear,1003,Lace,1010021,D,Divided,2,Divided,5,Black,4,Dark,Sasha lace off shoulder,669874,Garment Upper body,Sweater,252,Divided Collection,53
669953001,8,Dark Grey,Jersey,2032,"Dress in soft, fine-knit viscose with a brushed finish. Stand-up collar, long sleeves, and gathered side seams for best fit.",Jersey Fancy,1005,Melange,1010010,A,Ladieswear,1,Ladieswear,12,Grey,4,Dark,Cozima dress,669953,Garment Full body,Dress,265,Mama,8
670107009,72,Blue,Denim trousers,5672,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny, tapered legs.",Trousers Denim,1016,Denim,1010023,F,Menswear,3,Menswear,2,Blue,2,Medium Dusty,Skinny Tapered Medicine,670107,Garment Lower body,Trousers,272,Denim Men,56
670286012,9,Black,Young Boy Jersey Fancy,8748,"All-in-one suit in soft, printed sweatshirt fabric with a jersey-lined hood, zip down the front and pockets in the side seams. Long sleeves with ribbed cuffs and long legs with ribbed hems. Soft brushed inside.",Jersey Fancy,1005,All over pattern,1010001,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,Bobo onesie,670286,Garment Upper body,Hoodie,308,Young Boy,47
670478003,22,Yellow,Kids Boy Jersey Fancy,7648,Long-sleeved top in soft slub cotton jersey with a chest pocket and ribbing around the neckline.,Jersey Fancy,1005,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,8,Yellow,5,Bright,GABBE L/S TEE,670478,Garment Upper body,Sweater,252,Kids Boy,46
670687001,73,Dark Blue,Trouser,1710,"Ankle-length, pull-on trousers in soft twill with elastication at the back of the waist. Loose fit with a fake fly, side pockets, a fake back pocket and tapered legs.",Trousers,1009,Solid,1010016,A,Ladieswear,1,Ladieswear,2,Blue,4,Dark,Queen B,670687,Garment Lower body,Trousers,272,Womens Casual,6
670952002,11,Off White,Equatorial Assortment,3030,Sleeveless blouse in an airy cotton weave with a shaped neckline and flounces at the top that continue back over the shoulders. Concealed zip in one side and a seam at the waist with pleats and ties that fasten at the back. Gently flared peplum. Partly lined.,Unknown,1001,All over pattern,1010001,A,Ladieswear,1,Ladieswear,9,White,1,Dusty Light,W BAT TOP EQ,670952,Garment Upper body,Blouse,258,Womens Everyday Collection,15
671186002,9,Black,Basic 1,1643,T-shirt in soft jersey with a chest pocket.,Jersey Basic,1002,Solid,1010016,D,Divided,2,Divided,5,Black,4,Dark,Pamela Tee.,671186,Garment Upper body,T-shirt,255,Divided Basics,51
671440002,73,Dark Blue,Small Accessories,9986,"Jacquard-weave, spotted tie. Width 7 cm.",Accessories,1019,Dot,1010006,F,Menswear,3,Menswear,2,Blue,4,Dark,Tie Spotty,671440,Accessories,Tie,82,Men Accessories,25
671599005,9,Black,Jersey Basic,5883,Short-sleeved polo shirt in soft cotton piqué with a collar and button placket.,Jersey Basic,1002,Melange,1010010,F,Menswear,3,Menswear,5,Black,4,Dark,Turner stretch polo,671599,Garment Upper body,Polo shirt,257,Men Underwear,26
671762001,9,Black,Kids Dress-up/Football,4314,Dance shoes in imitation leather with glittery elastic straps over the foot. Cotton linings and insoles and soft suede soles.,Accessories,1019,Solid,1010016,J,Baby/Children,4,"Children Accessories, Swimwear",5,Black,4,Dark,Dance shoe PU,671762,Shoes,Other shoe,89,"Kids Accessories, Swimwear & D",43
671852002,12,Light Beige,Jersey Occasion,1686,Fitted top in stretch jersey with a slight sheen. V-neck with a lace trim at the top and adjustable spaghetti straps.,Dresses Ladies,1013,Solid,1010016,A,Ladieswear,1,Ladieswear,11,Beige,1,Dusty Light,Gwen Jersey Top,671852,Garment Upper body,Vest top,253,Womens Premium,14
672017008,42,Red,Kids Boy Jersey Fancy,7648,Long-sleeved top in printed cotton jersey.,Jersey Fancy,1005,Placement print,1010014,H,Baby/Children,4,Children Sizes 92-140,18,Red,5,Bright,BOAZ PRICE L/S,672017,Garment Upper body,T-shirt,255,Kids Boy,46
672287003,9,Black,Young Girl Denim,8917,"Slim-fit jeans in washed superstretch denim with an adjustable, elasticated waist (in sizes 2x-12xY), zip fly, fake front pockets, real back pockets and narrow hems.",Trousers Denim,1016,Denim,1010023,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,PLUS SKINNY BASIC 89,672287,Garment Lower body,Trousers,272,Young Girl,77
672554001,73,Dark Blue,Blouse,1510,"Blouse in an airy cotton weave with a small, gathered stand-up collar, buttons down the front, long balloon sleeves with narrow elastication at the cuffs, and a rounded hem.",Blouses,1010,Stripe,1010017,A,Ladieswear,1,Ladieswear,2,Blue,4,Dark,Felix shirtblouse,672554,Garment Upper body,Blouse,258,Womens Casual,6
672772001,9,Black,Young Boy Denim,8956,"5-pocket slim-fit jeans in stretch denim with an adjustable, elasticated waist, zip fly and button, and narrow hems.",Trousers Denim,1016,Denim,1010023,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,PLUS SKINNY CHEAPO(1),672772,Garment Lower body,Trousers,272,Young Boy,47
673137001,52,Pink,Young Girl Trouser,8717,"Treggings in stretch corduroy with an adjustable, elasticated waist (in sizes 8-10Y), fake front pockets and real back pockets.",Trousers,1009,Other structure,1010026,I,Baby/Children,4,Children Sizes 134-170,4,Pink,1,Dusty Light,ES RHINO CORD TROUSERS,673137,Garment Lower body,Trousers,272,Young Girl,77
673281022,10,White,Jersey Fancy,5828,"Cardigan in soft, ribbed jersey with a small stand-up collar, zip down the front, side pockets and ribbing at the cuffs and hem.",Jersey Fancy,1005,Other structure,1010026,F,Menswear,3,Menswear,9,White,3,Light,KOCOUM BOMBER(1),673281,Garment Upper body,Cardigan,245,Contemporary Smart,20
673502002,10,White,Knitwear,5878,"Jumper in soft rib knit with a high stand-up collar, zip at the top, long sleeves and ribbing at the cuffs and hem.",Knitwear,1003,Melange,1010010,F,Menswear,3,Menswear,9,White,3,Light,BANANA HALFZIP PRICE ITEM,673502,Garment Upper body,Cardigan,245,Contemporary Smart,20
673695002,6,Light Grey,Young Girl Knitwear,8718,Off-the-shoulder jumper in a soft knit containing some wool with wide foldover ribbing around the neckline and ribbing at the cuffs and hem.,Knitwear,1003,Melange,1010010,I,Baby/Children,4,Children Sizes 134-170,12,Grey,1,Dusty Light,ALFONSINA,673695,Garment Upper body,Sweater,252,Young Girl,77
673844004,9,Black,Knitwear,7520,"Long-sleeved jumper in soft, fine-knit cashmere with a V-neck and ribbing around the cuffs and hem.",Knitwear,1003,Solid,1010016,F,Menswear,3,Menswear,5,Black,4,Dark,STAR cashmere v-neck,673844,Garment Upper body,Sweater,252,Men Edition,28
673930002,9,Black,Dresses,1344,"Short, sleeveless dress in glittery jersey with a V-neck and narrow shoulder straps. Unlined.",Dresses Ladies,1013,Glittering/Metallic,1010009,D,Divided,2,Divided,5,Black,4,Dark,Banjo deep V J,673930,Garment Full body,Dress,265,Divided Collection,53
674052006,9,Black,Projects Woven Bottoms,1743,Short imitation suede skirt with a high paper bag waist.,Trousers,1009,Solid,1010016,D,Divided,2,Divided,5,Black,4,Dark,Seattle skirt,674052,Garment Lower body,Skirt,275,Divided Projects,50
674310001,9,Black,Woven top,1909,"Blouse in a crêpe weave with a V-neck, yoke with a pleat at the back, long sleeves, wide cuffs with a covered button, and a rounded hem. Longer at the back.",Blouses,1010,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,ED Lively blouse,674310,Garment Upper body,Blouse,258,H&M+,2
674598001,9,Black,Knitwear,5878,"Jumper in a soft fine knit with a ribbed collar, buttons at the top and ribbing at the cuffs and hem.",Knitwear,1003,Solid,1010016,F,Menswear,3,Menswear,5,Black,4,Dark,PINENUT MUSCLE LS POLO,674598,Garment Upper body,Polo shirt,257,Contemporary Smart,20
674651007,9,Black,Casual Lingerie,1334,"Lace hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,5,Black,4,Dark,Cassie Ch. Hipster (Poppy) 3pk,674651,Underwear,Underwear bottom,286,Womens Lingerie,61
674886004,43,Dark Red,Kids Girl Jersey Basic,7920,Leggings in soft organic cotton jersey with an elasticated waist.,Jersey Basic,1002,Mixed solid/pattern,1010012,H,Baby/Children,4,Children Sizes 92-140,18,Red,4,Dark,MALAGA 3p leggings,674886,Garment Lower body,Leggings/Tights,273,Girls Underwear & Basics,79
675139002,12,Light Beige,Jersey fancy,1636,"Long-sleeved, off-the-shoulder top in jersey with a sheen. Tight fit.",Jersey Fancy,1005,All over pattern,1010001,A,Ladieswear,1,Ladieswear,11,Beige,1,Dusty Light,Olivia,675139,Garment Upper body,Top,254,Womens Everyday Collection,15
675322001,9,Black,Suit jacket,1222,"Straight-cut, single-breasted jacket in twill with a woven stripes and a light sheen. Notch lapels and jetted front pockets. Unlined.",Dressed,1008,Stripe,1010017,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,Emma shiny stripe,675322,Garment Upper body,Blazer,264,Womens Everyday Collection,15
675594001,10,White,Woven Tops,2033,"Sleeveless blouse in an airy cotton weave with a frill-trimmed grandad collar and bib front with a button placket and pin-tucks. Gathered yoke at the back, narrow, detachable ties under the bust and a rounded hem.",Blouses,1010,Solid,1010016,A,Ladieswear,1,Ladieswear,9,White,3,Light,Cole S/L blouse,675594,Garment Upper body,Blouse,258,Mama,8
675795007,73,Dark Blue,Kids Girl Jersey Basic,7920,"Set with a top and shorts in soft organic cotton jersey. Sleeveless, patterned top with a rounded, frill-trimmed hem. Shorts with covered elastication and a decorative drawstring at the waist.",Jersey Basic,1002,Dot,1010006,H,Baby/Children,4,Children Sizes 92-140,2,Blue,4,Dark,LOTTA set SG,675795,Garment Upper body,Vest top,253,Girls Underwear & Basics,79
676089002,10,White,Blouse,1522,"Lace blouse with a collar, buttons down the front and long sleeves with buttoned cuffs. Unlined.",Blouses,1010,Lace,1010021,A,Ladieswear,1,Ladieswear,9,White,3,Light,Iggy Pop,676089,Garment Upper body,Blouse,258,Womens Everyday Collection,15
676207021,73,Dark Blue,Young Boy Jersey Basic,8768,"T-shirt in soft, organic cotton jersey.",Jersey Basic,1002,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,2,Blue,7,Medium,Nate Basic S/S solid BB,676207,Garment Upper body,T-shirt,255,Boys Underwear & Basics,72
676582002,11,Off White,Knitwear,1626,"Off-the-shoulder jumper in a soft cable knit containing some wool with a wide foldover top, long raglan sleeves and ribbing at the cuffs and hem.",Knitwear,1003,Melange,1010010,A,Ladieswear,1,Ladieswear,9,White,1,Dusty Light,Granger,676582,Garment Upper body,Sweater,252,Womens Everyday Collection,15
676979001,42,Red,Basic 1,1643,"Short, fitted, sleeveless dress in soft jersey.",Jersey Basic,1002,Solid,1010016,D,Divided,2,Divided,18,Red,7,Medium,Inez Dress,676979,Garment Full body,Dress,265,Divided Basics,51
677208001,9,Black,Kids Girl Outdoor,7812,"Short biker jacket in imitation leather with quilted sections at the shoulders, cuffs and back of the hem. Small stand-up collar, diagonal zip down the front and side pockets. Pile lining with satin-lined sleeves.",Outdoor,1007,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,5,Black,4,Dark,WONDER pile PU,677208,Garment Upper body,Jacket,262,Kids Outerwear,45
677459005,22,Yellow,Blouse & Dress,1941,"Blouse in an airy, crinkled cotton weave with short, smock-trimmed puff sleeves, a low-cut neck with an opening and ties at the top and a smocked hem.",Blouses,1010,Solid,1010016,A,Ladieswear,1,Ladieswear,8,Yellow,5,Bright,Meercat crinkle,677459,Garment Upper body,Blouse,258,Womens Trend,18
677679001,9,Black,Jersey Fancy,5882,"Sports jacket with a stand-up collar, zip down the front,and contrasting colour stripes down the sleeves. Zipped side pockets and ribbing at the cuffs and hem.",Jersey Fancy,1005,Solid,1010016,F,Menswear,3,Menswear,5,Black,4,Dark,Piper High Neck,677679,Garment Upper body,Sweater,252,Contemporary Street,55
677843004,19,Greenish Khaki,Kids Boy Jersey Basic,7668,"Leggings in jersey made from a soft, organic cotton blend with an elasticated waist. One patterned pair and one pair in a solid colour.",Jersey Basic,1002,Mixed solid/pattern,1010012,H,Baby/Children,4,Children Sizes 92-140,20,Khaki green,2,Medium Dusty,MATTHEW leggings 2-p SB,677843,Garment Lower body,Trousers,272,Boys Underwear & Basics,72
677917001,17,Yellowish Brown,Belts,7389,Leather belt with a metal buckle. Width 2.9 cm.,Accessories,1019,Solid,1010016,F,Menswear,3,Menswear,13,Brown,2,Medium Dusty,Topher Leather Belt,677917,Accessories,Belt,67,Men Accessories,25
677969003,7,Grey,Accessories,9985,Hat in a soft rib knit.,Accessories,1019,Other structure,1010026,F,Menswear,3,Menswear,12,Grey,2,Medium Dusty,Beanie Reza,677969,Accessories,Hat/beanie,75,Men Accessories,25
678118001,3,Silver,Small Accessories,9986,Metal chain bracelet with a claw clasp. Length 19 cm.,Accessories,1019,Solid,1010016,F,Menswear,3,Menswear,15,Metal,3,Light,Bracelet Hogan chain,678118,Accessories,Bracelet,68,Men Accessories,25
678321012,31,Light Orange,Young Girl Jersey Basic,7930,Vest top in soft jersey made from an organic cotton blend.,Jersey Basic,1002,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,3,Orange,1,Dusty Light,HEDDA Tank - SPEED,678321,Garment Upper body,Vest top,253,Girls Underwear & Basics,79
678571001,10,White,Other Accessories,3948,Hard smartphone case. Fits iPhone 6/6s/7/8.,Accessories,1019,Solid,1010016,D,Divided,2,Divided,9,White,3,Light,Azelia iphone case fancy,678571,Accessories,Other accessories,78,Divided Accessories,52
678688001,9,Black,Ladies Sport Bras,8316,"Fully lined sports bra in fast-drying functional fabric with moulded, padded cups that lift and shape while providing good support. Adjustable shoulder straps that cross at the back, a fastening at the back with two pairs of hooks and eyes and an elasticated hem. Medium support.",Jersey Fancy,1005,Solid,1010016,S,Sport,26,Sport,5,Black,4,Dark,COLETTE PUSH UP BRA,678688,Underwear,Bra,306,Ladies H&M Sport,5
678756004,42,Red,Kids Boy Jersey Fancy,7648,"Joggers in slub cotton jersey with an elasticated drawstring waist, patch front pockets and ribbed hems.",Jersey Fancy,1005,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,18,Red,5,Bright,LENNON JOGGER,678756,Garment Lower body,Trousers,272,Kids Boy,46
678942036,31,Light Orange,Loungewear,3708,"Short-sleeved jumper in a soft, fine-knit viscose blend with ribbing around the neckline, sleeves and hem.","Under-, Nightwear",1017,Solid,1010016,A,Ladieswear,1,Ladieswear,3,Orange,1,Dusty Light,Harrison (1),678942,Garment Upper body,Sweater,252,"Womens Nightwear, Socks & Tigh",62
679012008,3,Silver,Kids Girl Shoes,4311,Ballet pumps with an elastic strap over the foot. Satin insoles and thermoplastic rubber (TPR) soles.,Shoes,1020,Glittering/Metallic,1010009,J,Baby/Children,4,"Children Accessories, Swimwear",15,Metal,3,Light,Hannah fancy ballerina SG,679012,Shoes,Ballerinas,86,Kids & Baby Shoes,42
679139005,51,Light Pink,Nightwear,3709,"Short nightdress in soft jersey with a lace-trimmed V-neck and narrow, adjustable shoulder straps.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,4,Pink,1,Dusty Light,Bebe Nightslip (J),679139,Nightwear,Night gown,293,"Womens Nightwear, Socks & Tigh",62
679332001,9,Black,Dresses,1344,"Short dress in a patterned crêpe weave with short, wide sleeves and a wrapover front with concealed press-studs and ties at one side. Unlined.",Dresses Ladies,1013,All over pattern,1010001,D,Divided,2,Divided,5,Black,4,Dark,SPEED Barbados W,679332,Garment Full body,Dress,265,Divided Collection,53
679618002,10,White,EQ H&M Man,8030,"Short-sleeved polo shirt in soft cotton jersey with a collar, slits in the sides and no buttons.",Unknown,1001,Solid,1010016,F,Menswear,3,Menswear,9,White,3,Light,RESORT CURRY,679618,Garment Upper body,Polo shirt,257,Men Other 2,30
679687040,51,Light Pink,Kids Girl S&T,7921,Fine-knit trainer socks in a soft cotton blend with elasticated tops.,Socks and Tights,1021,Other pattern,1010013,H,Baby/Children,4,Children Sizes 92-140,4,Pink,3,Light,Eivor 7-p shaftless SG,679687,Socks & Tights,Socks,302,Girls Underwear & Basics,79
679800001,12,Light Beige,Woven Occasion,1926,"Coat in patterned faux fur with a collar, hook-and-eye fastening at the front, pockets in the side seams and a single back vent. Detachable tie belt in imitation suede. Lined.",Dresses Ladies,1013,All over pattern,1010001,A,Ladieswear,1,Ladieswear,11,Beige,1,Dusty Light,Blondie Leo Coat,679800,Garment Upper body,Jacket,262,Womens Premium,14
679881005,10,White,Jersey,1641,"Sleeveless top in sturdier jersey with smocking at the top, wide, smocked, frilled shoulder straps and a flare to the hem.",Jersey Fancy,1005,Solid,1010016,A,Ladieswear,1,Ladieswear,9,White,3,Light,Molly smock top,679881,Garment Upper body,Top,254,Womens Trend,18
680119005,9,Black,Young Girl Jersey Basic,7930,Slim-fit joggers in sweatshirt fabric with an elasticated drawstring waist and stripes down the sides of the legs.,Jersey Basic,1002,Colour blocking,1010005,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,SAGE slim trouser,680119,Garment Lower body,Trousers,272,Girls Underwear & Basics,79
680301001,42,Red,Young Girl Knitwear,8718,"Fine-knit jumper and a bell-shaped skirt in a fine-knit, patterned cotton blend containing glittery threads. Jumper with ribbing around the neckline, cuffs and hem. Skirt with an elasticated waist. Unlined.",Knitwear,1003,Stripe,1010017,I,Baby/Children,4,Children Sizes 134-170,18,Red,5,Bright,ES Detroit set,680301,Garment Upper body,Top,254,Young Girl,77
680396001,71,Light Blue,Scarves,3409,Scarf in an airy weave with fringes along the sides.,Accessories,1019,All over pattern,1010001,C,Ladieswear,1,Ladies Accessories,2,Blue,3,Light,Zitta Scarf,680396,Accessories,Scarf,80,Womens Big accessories,65
680637002,9,Black,Young Boy Shirt,8757,"Jacket in woven fabric with a chest pocket and welt front pockets with a flap. Imitation suede elbow patches, decorative buttons at the cuffs and a single back vent.",Shirts,1011,Check,1010004,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,ES Chicago Blazer,680637,Garment Upper body,Blazer,264,Young Boy,47
681076001,42,Red,Kids Girl Knitwear,7618,"Jumper in fine-knit cotton containing glittery threads with a decorative bow at the neck. Long balloon sleeves with wide ribbed cuffs, and ribbing around the neckline and hem.",Knitwear,1003,Glittering/Metallic,1010009,H,Baby/Children,4,Children Sizes 92-140,18,Red,7,Medium,Newton Sweater,681076,Garment Upper body,Sweater,252,Kids Girl,76
681109003,21,Light Yellow,Kids Girl Dresses,7613,"Dress in an airy, patterned weave with elastication at the top, narrow, braided shoulder straps, an elasticated seam at the waist and asymmetric hem. Lined.",Dresses/Skirts girls,1014,All over pattern,1010001,H,Baby/Children,4,Children Sizes 92-140,8,Yellow,3,Light,Maggie Dress,681109,Garment Full body,Dress,265,Kids Girl,76
681175006,9,Black,Dresses,1344,"Fitted dress in a soft knit with a round neckline, long sleeves and ribbing around the neckline.",Dresses Ladies,1013,Application/3D,1010002,D,Divided,2,Divided,5,Black,4,Dark,Selma sporty dress j,681175,Garment Full body,Dress,265,Divided Collection,53
681181017,10,White,Dresses,1344,"Playsuit in an airy viscose weave with a V-neck, narrow adjustable shoulder straps, elasticated seam at the waist and side pockets.",Dresses Ladies,1013,All over pattern,1010001,D,Divided,2,Divided,9,White,3,Light,Ivy jumpsuit w,681181,Garment Full body,Jumpsuit/Playsuit,267,Divided Collection,53
681373005,9,Black,Skirts,1444,Short jersey skirt with concealed elastication at the waist.,Skirts,1012,Check,1010004,D,Divided,2,Divided,5,Black,4,Dark,CHERRY JRSY SKIRT,681373,Garment Lower body,Skirt,275,Divided Collection,53
681657005,14,Dark Beige,Jersey Basic,1676,"Long-sleeved top in soft, ribbed jersey with a V-neck and button placket.",Jersey Basic,1002,Stripe,1010017,A,Ladieswear,1,Ladieswear,13,Brown,2,Medium Dusty,Helsinki (1),681657,Garment Upper body,Top,254,Womens Everyday Basics,16
681913003,93,Dark Green,Bottoms,1752,"Trousers in a viscose weave with a regular, elasticated waist, side pockets and tapered legs.",Trousers,1009,Solid,1010016,D,Divided,2,Divided,19,Green,4,Dark,EQ Victoira trouser,681913,Garment Lower body,Trousers,272,EQ Divided,71
682007001,12,Light Beige,Woven Tops,2033,"Blouse in an airy, patterned weave with an opening at the top and small frilled collar with ties at the front. Long raglan sleeves with smocking and a frill trim at the cuffs.",Blouses,1010,All over pattern,1010001,A,Ladieswear,1,Ladieswear,9,White,1,Dusty Light,Bloom,682007,Garment Upper body,Blouse,258,Mama,8
682138001,10,White,Girls Small Acc/Bags,4313,"Imitation leather bag with a print motif and appliqués on the front, two handles and a zip at the top. Lined. Size 5x14x20 cm.",Accessories,1019,Solid,1010016,J,Baby/Children,4,"Children Accessories, Swimwear",9,White,3,Light,BETSY bag,682138,Accessories,Bag,66,"Kids Accessories, Swimwear & D",43
682250002,7,Grey,Young Girl Jersey Basic,7930,"Dress in soft modal and cotton jersey with a wide, smocked neckline, short sleeves with smocked trims and smocking at the waist.",Jersey Basic,1002,Melange,1010010,I,Baby/Children,4,Children Sizes 134-170,12,Grey,1,Dusty Light,VILOETT dress,682250,Garment Full body,Dress,265,Girls Underwear & Basics,79
682308001,73,Dark Blue,Kids Girl Jersey Fancy,7616,"Flared skirt in jersey with a raised pattern. Elasticated waist, seam at the hips and a wide flounced hem. Unlined.",Jersey Fancy,1005,Dot,1010006,H,Baby/Children,4,Children Sizes 92-140,2,Blue,4,Dark,Hilda Skirt,682308,Garment Lower body,Skirt,275,Kids Girl,76
682566001,72,Blue,Young Boy Denim,8956,"5-pocket slim-fit jeans in washed stretch denim with hard-worn details that are patched inside, an adjustable elasticated waist, zip fly and button, and narrow hems.",Trousers Denim,1016,Denim,1010023,I,Baby/Children,4,Children Sizes 134-170,2,Blue,2,Medium Dusty,SKINNY HEAVY TRASH,682566,Garment Lower body,Trousers,272,Young Boy,47
682771001,9,Black,Bags,3209,"Shopper in grained imitation leather with two handles at the top, a flap with a magnetic fastener and a zipped inner compartment. Imitation suede inside. Size 13x28x32 cm.",Accessories,1019,Solid,1010016,C,Ladieswear,1,Ladies Accessories,5,Black,4,Dark,Yuki shopper,682771,Accessories,Bag,66,Womens Big accessories,65
683001001,1,Other,Shopbasket Socks,3611,Fine-knit socks in a soft cotton blend.,Socks and Tights,1021,All over pattern,1010001,B,Ladieswear,1,Lingeries/Tights,14,undefined,6,Undefined,Pattern 7p Socks,683001,Socks & Tights,Socks,302,"Womens Nightwear, Socks & Tigh",62
683111002,42,Red,Kids Girl Knitwear,7618,"Long-sleeved cardigan in soft, fine-knit cotton with buttons down the front and a scalloped trim around the neckline and cuffs. Ribbed hem and short slits in the sides.",Knitwear,1003,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,18,Red,5,Bright,Tova Cardigan,683111,Garment Upper body,Cardigan,245,Kids Girl,76
683275005,7,Grey,Other Accessories,3948,"Purse with a zip around three sides. Four card compartments, one note compartment and a small, zipped coin compartment. Size 2x10x11.5 cm.",Accessories,1019,All over pattern,1010001,D,Divided,2,Divided,2,Blue,1,Dusty Light,MICHAELA WALLET small,683275,Accessories,Other accessories,78,Divided Accessories,52
683413001,73,Dark Blue,Shirt,5731,"Shirt in washed linen with a grandad collar, French front and yoke with a pleat at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",Shirts,1011,Melange,1010010,F,Menswear,3,Menswear,2,Blue,4,Dark,Mandrin Larry linen,683413,Garment Upper body,Shirt,259,Men Suits & Tailoring,23
683639003,83,Dark Turquoise,Kids Boy UW/NW,4215,"Pyjamas in soft, cotton jersey. Long-sleeved top with ribbing around the neckline and cuffs. Bottoms with an elasticated waist and ribbed hems.","Under-, Nightwear",1017,Mixed solid/pattern,1010012,H,Baby/Children,4,Children Sizes 92-140,7,Turquoise,7,Medium,Milton 3-p l/l pj SB,683639,Nightwear,Pyjama set,297,Boys Underwear & Basics,72
683830002,5,Gold,Small Accessories,3946,Metal hoop earrings in various designs. Diameter from 1.2 cm to 1.4 cm.,Accessories,1019,Solid,1010016,D,Divided,2,Divided,15,Metal,5,Bright,2p small HOOPS,683830,Accessories,Other accessories,78,Divided Accessories,52
684021021,10,White,Jersey Fancy,5882,T-shirt in soft cotton jersey with a round neckline and a print motif.,Jersey Fancy,1005,Front print,1010008,F,Menswear,3,Menswear,9,White,3,Light,Wow printed tee 6.99,684021,Garment Upper body,T-shirt,255,Contemporary Street,55
684021105,9,Black,Jersey Fancy,5882,T-shirt in soft cotton jersey with a round neckline and a print motif.,Jersey Fancy,1005,Placement print,1010014,F,Menswear,3,Menswear,5,Black,4,Dark,Wow printed tee 6.99,684021,Garment Upper body,T-shirt,255,Contemporary Street,55
684087005,51,Light Pink,Casual Lingerie,1334,"Soft, non-wired lace bralettes with mesh-lined, triangular cups that give the bust a natural shape and provide light support. Wide shoulder straps, a lace trim at the hem and a wide fastening at the back with three pairs of hooks and eyes.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,4,Pink,1,Dusty Light,Kelly Softbra 2pk,684087,Underwear,Bra,306,Womens Lingerie,61
684238001,3,Silver,Bags,3944,Spacious shopper in soft imitation leather with two handles and a magnetic fastener at the top. Soft brushed inside. Size 16x31x39 cm.,Accessories,1019,Solid,1010016,D,Divided,2,Divided,15,Metal,3,Light,Savannah shopper (1),684238,Accessories,Bag,66,Divided Accessories,52
684636001,21,Light Yellow,Baby Girl Knitwear,6526,"Jumper in a soft, fine cotton knit with a button on one shoulder, long raglan sleeves and ribbing around the neckline, cuffs and hem.",Knitwear,1003,Stripe,1010017,G,Baby/Children,4,Baby Sizes 50-98,8,Yellow,3,Light,NILS sweater,684636,Garment Upper body,Sweater,252,Baby Girl,40
684886002,9,Black,Woven Occasion,1926,"Long-sleeved top in a crêpe weave with a lace yoke, round neckline, an opening with a concealed button at the back of the neck and a rounded hem.",Dresses Ladies,1013,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,Hello Top,684886,Garment Upper body,Blouse,258,Womens Premium,14
685044004,7,Grey,Tops Knitwear,1647,"Cardigan in a soft, fine knit containing some wool with low dropped shoulders, long sleeves, front pockets and ribbing at the cuffs and hem.",Knitwear,1003,Melange,1010010,D,Divided,2,Divided,12,Grey,1,Dusty Light,Calgary Cardigan,685044,Garment Upper body,Cardigan,245,Divided Collection,53
685170002,73,Dark Blue,Conscious Exclusive,7020,"CONSCIOUS EXCLUSIVE. Fitted jumper in fine-knit Tencel™ lyocell and wool with hole-embroidered sections. Small stand-up collar, long sleeves with covered buttons at the cuffs and a roll edge around the neckline, cuffs and hem.",Special Offers,1023,Solid,1010016,A,Ladieswear,1,Ladieswear,2,Blue,2,Medium Dusty,CE Spiritual fine knit top,685170,Garment Upper body,Sweater,252,Special Collections,82
